<B> so it took a a while but eventually I got everything from my mum's my dad's or anywhere other places that I'd left stuff and everything I now own more or less is in that four walled space and I know where everything is and I've got rid of so much stuff in the last in the few years since I've been there cos there ain't a lot of space there really 	Speaker B left most of their stuff in their mother's place and only few things in her dad's place.	Neutral
<A> mm 	Speaker B thinks that books need special treatment.	Entailment
<B> yes 	Speaker B's grandma is no longer alive.	Entailment
<B> yeah 	Speaker A thinks keyrings are really cheap.	Entailment
<A> I was actually using I think it was a present probably from my sister 	Speaker A's sister never gave anything to Speaker A.	Contradiction
<B> I mean there might be more people in 	Speaker B is doing a master program in Statistics.	Neutral
<B> there were probably more Italians in 	Many Irish immigrated to America.	Entailment
<C> so 	Many Italians went to New York.	Neutral
<B> mm 	He/She drives a Tesla.	Neutral
<B> so when did you? 	Speaker D hasn't packed his/her bag yet.	Contradiction
<B> yes if we can get a job in Dubai or UAE or Bahrain that'll be slightly more liberal 	Person B know that Person D is an artist	Contradiction
<C> yeah it's challenging for you guys isn't it? it's exciting 	Person C think it might be challenging for Person B to traveling a lot and live in different places	Neutral
<B> she might not even change her name 	Person B is going to dance	Contradiction
<B> and it's nice as well because she doesn't I told her that she doesn't need to feel like she's got to wear it all the time or anything or worry about it wear it when you want to wear it wear it when you 	Person B believe that when ever you want feel right you can wear the things like the ring ,it is not mandatory	Entailment
<B> I thought she wouldn't be surprised I thought she'd expect it 	Person B didnt know that meant a lot to her	Neutral
<D> you're not those type of people 	Person D think Person B is a good dancer	Contradiction
<B> because likelihood is I'm going to be at dad's on the weekend which means I need to go there on Friday 	There will be more people where speaker C will hoop up.	Neutral
<D> but she'll be working on Friday won't she? 	Friday is not convenient for plans.	Entailment
<B> yeah 	Speaker C is hooking up late on Friday.	Neutral
<D> and she can come round ours as well 	Speaker B will contact a friend.	Neutral
<A> trick shot trick shot 	Speaker B can see dad multiple times per week.	Entailment
<C> yeah I know but just to go hello hears his voice and it'll 	Speaker B likes talking on the phone.	Neutral
<B> the same 	Speaker C thinks speaker's B job is nice to make money.	Entailment
<D> but to sit there and have a conversation with your mates or whatever it's 	Speaker B teaches Italian.	Neutral
<B> so they'll be listening to what we're saying and writing it out in a completely different alphabet exactly how it sounds not the words but just the sound of the language I don't have as much training as I need in phonology to be able to do that but I'm getting there so within another couple of months if this is going well I might approach them and say hey you know do you want me to try and transcribe this? 	Speaker B has good phonology skills at the moment.	Contradiction
<D> oh hold on a minute can't get it yet anyway because we need to put all those toys away 	Speaker C wants speaker D to move the bed from the car.	Entailment
<A> mummy don't put any of the blocks away 	Τhe toys fit in five boxes.	Neutral
<A> yeah 	Today's date in 18th of June.	Neutral
<C> just little tweaks now like plumbing leaks 	They have a lot more to go on	Contradiction
<B> it is dry yeah 	It's dry because it's 40 degrees	Neutral
<A> got two toilets? 	They got 4 toilets	Contradiction
<A> was it? 	When someone wanted to use it was very full of garbage	Entailment
<F> wet cupboard 	It wasn't pleasant to take a bath in that room	Entailment
<F> and lovely surroundings 	It is used only for very special and emergency situations	Entailment
<E> yeah Boycie 	they first met at a festival	Neutral
<E> everything 	speaker a was going to Safeway	Contradiction
<C> yeah 	speaker b met someone they're a fan of	Entailment
<D> mm 	speaker b met a celebrity mountain climber	Contradiction
<B> people would lie on the floor and he was like jumping over them and he'd get his front wheel and then he'd put the front wheel onto there and 	speaker d thinks that's neat	Entailment
<F> you didn't eat it you just let it just ran all the way you were just transfixed at this big 	speaker a got reminded of their young times because of a disney movie	Contradiction
<B> used to have half time as well at the cinema didn't you? 	speaker a has never watched the little mermaid	Contradiction
<F> it would be something a bit pants wouldn't it? and you'd be waiting for the actual good film to come on 	there used to be an interval in disney movies	Entailment
<F> Bambi and then Bambi came on and that was great and then we made my cousin 	speaker a has a dog	Neutral
<A> was he the youngest one? 	speaker f hated the movie bambi	Neutral
<A> you were much nicer to me about The Lion King 	someone cried	Entailment
<E> yeah 	they are not sure about awful language	Neutral
<A> no 	person D is not sure about witch language he speaks	Entailment
<E> because they think they're really posh and really like 	they are talking about party	Contradiction
<E> exactly 	person A is not sure about movie that it is English or American	Neutral
<A> and every time she speaks in English she makes it sound so nice don't she? like it's just amazing like 	person A is talking about speak English	Neutral
<A> it's not my forte 	They are not good at doing accents	Entailment
<A> how long did I do that that that thing like I figured that I could do the Scottish accent if I went that'll do donkey that'll do right? and for 	Michael McIntyre is a friend of speaker B	Neutral
<A> yeah but I was just so like amazing at my accent skills 	B doesn't remember that A every did the phrase "that'll do donkey"	Contradiction
<B> like my friends from England and my friends from France like I'm really happy cos can you imagine how awful it would be if you had loads of close friends and they just didn't get on? 	A used to say the phrase "that'll do donkey" a lot	Entailment
<A> knobheads 	B has friends from both France and from England	Entailment
<A> I'm okay thanks I can't mix cos I don't smoke weed normally so 	There's no cheesecake left	Contradiction
<A> yeah 	She drank and smoked again after her stroke.	Contradiction
<C> yeah we just took three shots 	Speaker B used a bathroom to pee.	Contradiction
<A> no it were cos I wanted to say something I've forgotten what it were 	Speakers are being recorded.	Entailment
<B> I won't right everybody get in come on we'll go in the light cos it might be better 	Speakers really want to get drunk.	Neutral
<D> ah ah 	Speaker B is a very pleasant person.	Neutral
<A> I can lick my nose 	Speaker A is able to lick his/her nose.	Entailment
<unknown_female> the bitches 	everyone can lick their nose	Contradiction
<B> yeah 	Speaker B can't lick hes nipple	Contradiction
<E> oh come on bitches 	everyone can lick their elbows	Contradiction
<F> no I reckon 	everyone can lick their nipples	Neutral
<E> yeah 	the candle is on fire	Neutral
<E> I need like three glasses of wine to get 	Speaker E needs three or more glasses of wine to get drunk	Neutral
<F> where's 	they have fingered themselves	Neutral
<D> something really cool and to do with alcohol cos she needs to get drunk 	she needs to be sober	Contradiction
<F> that's not your 	speaker F wants to be nude	Contradiction
<C> oh you've gotta give more than that 	they have to get drunk	Neutral
<B> a bit of action a bit of action 	they will get drunk	Neutral
<B> oh am I that fat? 	Speaker B is obese	Neutral
<A> it's like what you were saying yesterday about the 	Speaker B will not keep the receipt.	Entailment
<A> yeah that's right 	Speaker A doesn't like his/her meat.	Contradiction
<A> yes the whole thing 	Speaker A thinks the 4-course menu is thrilling.	Contradiction
<C> yeah 	Speakers do not enjoy the courses as an experience.	Contradiction
<C> I've got two or three 	Speaker C has been in many cruises so far.	Neutral
<B> it's healthier to have a lower seat actually 	It's good for your health to have a lower seat	Entailment
<D> well 	Speaker C is thinking that it is probably healthier	Entailment
<A> fifty-three pounds for all that 	Speaker B is short	Neutral
<C> mm 	Speker B is going to get one more table	Neutral
<B> eighty and then into the two hundreds 	Speaker B is talking about prices	Entailment
<C> mm 	Speaker D is talking about an ethical plumber	Contradiction
<D> oh yeah 	The hotel that the speakers are talking about is expensive.	Entailment
<D> or whatever and he couldn't get back and he said oh I'll have to get a hotel the company'll pay for it but he looked around in Islington two hundred and sixty pounds 	The hotel found by the boss of one of the speakers cost under 200 pounds.	Contradiction
<A> that's what you'd earn in a 	Speaker D stayed at the Travelodge on their business trip.	Neutral
<A> pavement 	The boss that speaker D's boss found for them cost over 200 pounds.	Entailment
<D> oh god knows 	One of the speakers asked about an alternative to hotels in London.	Entailment
<D> well his funeral I think was on Thursday or Wednesday and a lot of the cast know him so they wanted to go to the funeral see so 	One of the speakers went to Alan Rickman's funeral.	Neutral
<D> supplied with a taxi 	speaker b disagrees	Contradiction
<A> yeah 	the cast took taxis and it cost a lot of money	Entailment
<C> mm 	it doesn't sound like problem at all, acording to speaker a	Contradiction
<A> I loved Alan Rickman 	they were all big fans of Alan Rickman	Neutral
<D> yeah 	Alan Rickman was not famous	Contradiction
<A> Close My Eyes 	Alan Rickman was not an actor	Contradiction
<D> yeah yeah yeah 	Person D want to go to dance	Contradiction
<D> cos she likes to clear the table and 	Person D could not find something that put on the table before	Entailment
<A> no 	Person A trying to persuade Person D that it is her fault	Neutral
<A> no that was just not sarcasm that was just I don't think it was sarcasm 	Person A is not sure about person b's words were sarcasm	Entailment
<B> cos I made pretend that you meant to leave it open but of course you just don't 	Person B want to go to the pool	Contradiction
<A> this time 	Person A want to do painting	Contradiction
<D> a standard size 	they are talking about windows and dor	Entailment
<B> yeah yeah that's the very weird shape 	they are talking about weird shape	Neutral
<B> shorter 	they need a shorter shape	Entailment
<A> yeah 	they are not sure about standard size	Neutral
<C> oh right yeah 	they are talking about weather	Contradiction
<B> yeah oh I thought you normally stayed there 	they are not sure she is girl	Neutral
<B> if he grows a beard 	That he doesn't currently have a beard.	Entailment
<C> oh here yeah 	That there are no nearby barbers.	Neutral
<B> I would have done it for you 	That the other person is accomadating.	Entailment
<A> yeah 	That the barber has high prices.	Neutral
<A> absolutely not very good 	That cutting hair takes a long time.	Entailment
<B> factor in travel 	That it's something easy to do.	Neutral
<D> they they're always saying can we go and see 	Speaker's D hairdresser is in France.	Entailment
<C> yeah 	The hairdresser speaks French very well.	Neutral
<C> yeah 	The hairdresser can do any kind of hair dye.	Neutral
<C> but I think 	Two years of classes and training is needed for one to become a hairdresser.	Neutral
<D> no no 	According to A, being a good or bad hairdresser depends on the personality.	Entailment
<C> and and what your hair does 	Training is enough for a hairdresser to be good.	Contradiction
<B> darling you've got to 	Person B think it is good to talk to those student	Entailment
<D> yeah 	Person D agrees that the acupuncture were in the training school	Entailment
<B> but they were all supervised by someone 	Person B is going to do some hair cut	Contradiction
<D> mm 	Person D  want to watch a program but it seems it is not gonna show it	Contradiction
<C> one step too far 	Person C  was followed by the guy was taken picture by him	Contradiction
<C> yeah 	Person C agrees with Person D	Neutral
<A> yeah 	speaker c is very talkative	Neutral
<C> oh well well there he was and he climbed up the ladder and over the wall 	a man has gone through a long illness	Entailment
<C> we saw the sweetest little scene as we were going up the road two 	he takes good care of his garden	Neutral
<B> you can tell but if it's 	The first tortilla was made in 1000 AD.	Neutral
<B> yes and it's a bit sour 	Milk is used for the recipe.	Entailment
<B> yes 	Speaker C has a small food book.	Entailment
<C> two of yours? 	Speaker B wants to drink tea.	Contradiction
<B> thank you 	Speaker B will have a few biscuits.	Neutral
<A> yeah yeah tutorials mm I don't like going to the town now though 	Speaker A never uses their laptop.	Contradiction
<A> does he? 	Speaker A's hearing is perfect.	Contradiction
<B> dunno where the best place 	A always has the TV muted and the subtitles on.	Contradiction
<A> that's what 	Speaker A owns an hd tv.	Neutral
<B> I I had some great ones I bought in erm 	They don't drive because they are too old.	Neutral
<Mother> look in this square , and which one of these flags is the smallest 	Gina is drawing	Contradiction
<Mother> put your finger on the smallest one smallest means little . 	Mother hlds the crayon	Neutral
<Mother> very good . 	Mother wants gina to make an O	Contradiction
<Mother> you took your crayon out . 	Mother is happy	Entailment
<Mother> and what is that . 	The mailbox is green	Neutral
<Mother> that's right ! 	Two people are talking about a small object.	Entailment
<Mother> and this is a horse shoe . 	A mother is talking to her son.	Contradiction
<Mother> choo_choo trains . 	Someone wants to know which object is the smallest.	Entailment
<Gina> I don't know . 	Two people are talking about cars.	Contradiction
<Mother> here we have four animals . 	A little girl knows which animal is the smallest.	Neutral
<Mother> a goat ? 	Two people are talking about animals.	Entailment
<Mother> Grover . 	The tiger's name is Richard	Contradiction
<Mother> Grover . 	The tiger is of a small size.	Neutral
<Mother> very good ! 	Chipmunks are very small	Entailment
<Mother> very good ! 	Chipmunks are smaller than elephants.	Entailment
<Gina> yeh . 	Is there a queen with the castle too?	Neutral
<Gina> yeh . 	The king doesn't have a castle.	Contradiction
<Mother> where you gonna put the flower ? 	The flower is very pretty	Entailment
<Mother> where you gonna put the flower ? 	The mother doesn't want to be an animal.	Entailment
<Gina> right here ? 	Does that flower go in a vase?	Neutral
<Gina> right here ? 	Someone want to walk on the Sun.	Contradiction
<Mother> but this is a close up picture of the moon . 	The craters are formed with asteroids	Neutral
<Mother> but this is a close up picture of the moon . 	The moon has craters on its surface.	Entailment
<Gina> and you were being rough  ? 	They are doing it together.	Neutral
<Father> I'd better slow down , hadn't I . 	They gonna do it.	Neutral
<Father> go ahead and do them . 	They do it together.	Entailment
<Father> I thought you knew all your abcs , and you don't know but a [the alphabetical letter] , b [the alphabetical letter] 	They are more understandable.	Neutral
<Gina> he little boy . 	they are learning together	Neutral
<Father> he's brown , that's right . 	the boy is brown	Entailment
<D> those 	some dogs go to the grooming salon	Entailment
<A> are they still making it? 	they mention a sci-fi film	Contradiction
<D> those fucker pooches have gotta go 	they have watched all Pirates of the Caribbean movies	Contradiction
<C> it's funny though 	speaker d is british	Neutral
<A> yeah 	speaker a is left handed	Neutral
<D> unlikely though 	speaker d asks someone to stop	Entailment
<B> beginner's luck 	speaker a has never had pesto pasta	Neutral
<B> maybe we should 	potatoes are growing on the trees	Contradiction
<B> oh it's completely disintegrated how much is a cod at 	they need tools for gardening	Entailment
<C> dunno 	cod is a land animal	Contradiction
<A> I can't wait can't wait for January for that 	they mention a sport and a game	Entailment
<A> so 	Chakra and Shakira sound alike.	Entailment
<A> yeah 	Speaker B is talking about stressing speaker's A body.	Contradiction
<A> yeah 	These relaxation techniques come from the north east of Asia, and are usually done by monks.	Neutral
<A> yeah 	This is the third session they are doing about chakra realignment.	Neutral
<B> and then after that you've got your solar plexus 	There are ways to relax the body and calm the breathing.	Entailment
<B> then you've got your throat chakra which is blue 	The heart chakra is purple.	Contradiction
<A> cos he he'd gone up to almost eight about eighteen stone and he that was like a bit of a oh god eighteen stone 	they are talking about weather	Contradiction
<B> ah 	they are talking about book	Contradiction
<B> it's empty calories as well isn't it? 	they are talking about a film	Contradiction
<B> right 	person B is agree with them	Entailment
<B> yeah 	they are not sure about wine	Neutral
<B> that's wrong 	Speaker A cares about their mother's safety.	Entailment
<B> is he? 	Filming starts at 8 in the morning.	Neutral
<A> er more out in the countryside and 	The man that the speakers talk about has experience in living with roommates	Entailment
<A> erm he's on about getting another car as well again so 	The man is not gluten free.	Neutral
<A> it's a green one 	The guy does not have a car.	Contradiction
<A> wherever he's coming from and then he has to wait till nothing's coming and go over the middle bit of the speed bumps and it drives me er 	The car the man owns right now is red with yellow details on the left side.	Contradiction
<A> oh it was yeah 	person A is talking about singing	Entailment
<B> can't you? 	they are talking about weather	Contradiction
<B> special kind of person 	they are talking about book	Contradiction
<B> that's fantastic 	person B like that	Neutral
<A> somebody actually decided er obviously er for a funeral you raise money don't you? for one and donations 	they are talking about a film	Contradiction
<A> with separate messages from us all so 	they are talking about weather	Contradiction
<A> er I always drink loads of water anyway so 	A usually avoids drinking water and has beer instead.	Contradiction
<B> erm 	They got into tea when they met their partner.	Neutral
<B> or most of the time people come away feeling really relaxed 	Herbal teas usually don't make people tense.	Entailment
<B> erm so yeah just try and 	B got their coffee machine from their ex-wife.	Neutral
<B> it's mad isn't it? 	B learnt some breathing techniques from a guru.	Neutral
<B> breathing techniques 	A has a blackboard where they write inspirational quotes.	Contradiction
<A> that's quite alright mm 	Peron A think it is good now	Entailment
<A> it's oh 	Person A said he didnt remember what he had to do	Entailment
<A> it is hard 	Person A think it is hard	Neutral
<A> yeah 	Person A know that he should do that work till next seven days	Entailment
<A> yeah and 	Person A think they catching up	Neutral
<A> no this is it 	Person A said he doesnt think like Person B	Entailment
<D> I mean look at Hitler and how many people admire Hitler 	People D think that people can love someone very cruel or with heat is made by stone like Hitler	Neutral
<D> mm 	Person D is think that is it right if you know it then you can live forever or not	Neutral
<C> but somebody totally I didn't know 	Person C had forgotten about the social security	Contradiction
<C> we even looked at each other in the mirror and we can't see the the likeness at all 	Person C think it is important to be a good person and be kind	Neutral
<A> it is the expressions that give it away mostly 	Person A is going to have a sandwich	Contradiction
<D> mm yeah it's crazy cos they were 	Insects are all over the place.	Neutral
<C> and she said he's got a bloody great bit of MDF and you know this great big 	The grapes are green.	Neutral
<A> no? 	Speaker C really likes puzzles.	Contradiction
<C> well she does but because she's got the problem with her eyes and neck now she can't really do them that much can she 	Speaker's B mother grew up in a village.	Neutral
<B> no I can't can't put it on my tongue 	Speaker B has some allergies and can't put it to his/her mouth.	Neutral
<C> yeah? 	There is something speaker D doesn't like about Rubik's Cube.	Entailment
<B> oh you've got to get to this where? You're going to 	how women can be multi tasking	Neutral
<D> well 	Not sure from which way want to get on from there	Neutral
<B> it that has broken all the records 	The last speaker does not sure that there is a better way to go back	Neutral
<D> are ya? 	Person B comes out by the Showground	Contradiction
<D> yep 	How the couple manage to find their house	Neutral
<B> yeah 	after five years he is broke	Entailment
<B> cleaners 	Person B is going to do some hair cut	Contradiction
<D> or was it a week? It was something 	Person D agree for having some space	Contradiction
<B> as a a an apprentice player 	Person B believe that the gap is useful for him	Contradiction
<D> mm 	Person D has doubt that is was really disgrceful	Entailment
<B> poor management 	Person B think that management it a petty	Entailment
<B> it's the high pay ones that have done it 	Person B think that that it is the high pay one	Entailment
<F> pardon? 	You can spread rumors quick on social media.	Neutral
<C> follow Friday 	They didn't catch on to what the other person has said.	Neutral
<F> see I don't even know about this 	They don't know when the Yorkshire will be there on the dot.	Neutral
<E> how many people tweet your name 	That others tweet the other person's name.	Entailment
<E> yeah it's a 	They can say anything they want to about you.	Neutral
<G> she was like 	Speaker G talked on the phone.	Entailment
<A> yeah 	Speaker G knew that girl pretty well.	Entailment
<E> uh 	No speaker worked at Tesco's.	Contradiction
<A> no 	Speaker E worked at some time in Tesco's.	Entailment
<E> and I said yeah okay 	The husband that died was 50 years old.	Neutral
<G> yeah 	Someone is a very modern person.	Contradiction
<A> no thank you 	they are talking about school	Contradiction
<G> that's okay 	they are talking about much noise	Neutral
<B> we were wondering in the beginning why we got mint sauce and apple sauce 	person B  was wondering why he got mint sause	Entailment
<A> who give you that? 	they are talking about food	Neutral
<A> yeah 	they are talking about a film	Contradiction
<G> and it's got like as you walked in say this was the shop 	they are talking about book	Contradiction
<E> but if you can get enough reds overall across the whole country then maybe that could be a fairer way 	Speaker F likes green colour.	Neutral
<E> you know everybody 	10 areas had the Independence party.	Neutral
<D> all they represent is erm the the wishes of big business and that's who runs the the governments not the 	Some parties are indicated by blue and red.	Entailment
<E> they've if you take 	The union cares at some point for profit.	Entailment
<E> you know and then you have the propaganda like the the fuel strike 	Fighting for your viewpoints is not something effortless.	Entailment
<E> and they drive lorries 	Strikes sometimes can be a propagandistic outcome.	Entailment
<A> oh yeah 	The cling film is easy to find.	Neutral
<A> your handbag is 	They are not friends.	Contradiction
<C> cos I'm gonna put my 	They are not ready.	Contradiction
<C> like how? 	They are not going anywhere.	Contradiction
<C> the test is so that we can prove we can use it but 	There is a test.	Entailment
<B> A lifetime 	They have a week off.	Entailment
<B> but you won't get any money back then 	There is money involved.	Entailment
<C> Don't think you're going to want to hear this replayed again are you? Okay so that's 	B is always worried, especially about this.	Contradiction
<D> oh dear 	They are going to the Scilly Isles in February.	Contradiction
<D> it's quite conveniently close 	France is not far from there.	Entailment
<B> I don't mean anything too heavy 	Speaker B will go for fishing.	Neutral
<D> to the pub and back 	Speaker B doesn't walk a lot.	Entailment
<D> or whichever one it was 	Speaker D knows a couple of great pubs.	Entailment
<B> on the twentieth 	There are many mosquitos in the lakes.	Neutral
<B> tell me what these 	Speaker D mentions an awful pub located at the bottom.	Contradiction
<D> it's kind of its stuck on its own and you can't possibly miss is because it's right by the side of the the proper railway right? And then you have to walk a little way up to the the 	Ravenglass is a small town.	Neutral
<C> it had the propellers for all I can remember 	Speaker C was not older than 18 years old when he/she had the first flight.	Entailment
<C> and America was the place that everybody went to 	No working student tends to visit America.	Contradiction
<C> life's never been so good since 	Speaker D has never been on a plane.	Contradiction
<B> ah right right 	Tickets are more expensive for people older than 12 year old.	Entailment
<B> and before you flight they do  they do they do  charge you 	There can be an extra charge before a flight.	Entailment
<C> it's alright no I'm fine honestly no I'm fine it's okay 	The bad news concern a boat.	Contradiction
<B> no no bullshit no if you can't taste it it's worthless 	Speaker A doesn't like that he/she doesn't taste the food	Contradiction
<B> no and it doesn't and and in fact it 	Speaker B thinks that it wouldn't; be a shame	Entailment
<B> yeah it's sprouting 	Speaker's A grandpa had corona and he couldn't taste anything	Neutral
<B> no but like I wonder if you can grow ginger or whether you need erm 	Speaker B is wondering whether you can grow ginger or you have to buy it	Neutral
<B> I know well you've just flapped this flap that's not gonna do it any good is it? 	Speaker A makes an effort to cut around it	Entailment
<B> yeah yeah yeah 	german shepherds are ugly	Contradiction
<A> well let it in your bed then 	dogs should be chained at all times	Contradiction
<A> well let it in your bed then 	dogs should be chained at all times	Contradiction
<B> yeah yeah yeah 	dogs will be spoilt without training	Neutral
<A> yeah yeah 	the crime rate is increasing in the neighbourhood	Neutral
<A> so they can play together and they do 	dogs like to be on their own	Contradiction
<A> no it's really tasty 	bacon is disgusting	Contradiction
<B> it's much healthier than them though 	A never tried shepherd's pies	Neutral
<B> it's much healthier than them though 	B made their first shepherd's pies at the age of 15	Neutral
<A> it is rich 	mince is tasty	Entailment
<A> um saying that we should go to 	A never ate mince at Christmas	Contradiction
<B> and he was saying like oh we should try and get away somewhere as well 	A does not like mince	Contradiction
<B> and I was like he was picking all the green ones off and I was like why aren't you taking the yellow or the red ones? 	A man climbed a ladder.	Entailment
<A> oh my lord 	The alarm was set to wake him up in the morning.	Neutral
<A> yeah 	Jane the Virgin was watched.	Entailment
<B> and she's engaged at the time 	She's engaged.	Entailment
<B> you should totally watch it 	The father had lung cancer.	Neutral
<A> oh yes 	speaker b had it all planned out	Contradiction
<A> uhu 	speaker b joined the air force very young	Neutral
<B> I suppose I was vaguely interested in that we had parents who loved taking us to erm I mean not 	speaker b has been to Ukraine	Neutral
<A> there was an article in the paper yesterday about erm the link between Houston Freud and Francis Bacon and I hadn't I hadn't really realized that they were connected to each other 	speaker b doesn't like art	Contradiction
<B> yes 	speaker a knows how to paint	Neutral
<A> or was it erm was it 	Person A think that barbarian was exiting	Entailment
<C> did you find it quite odd being surrounded by men all the time? did you not miss women sometimes? 	Person C agree with Person f in what changes he want to do	Contradiction
<C> that was remember in Egypt that time was that the 	Person C is not sure that sending young woman is part of the courses for business or not	Neutral
<B> you're talking about the fifties 	Person B is talking about the half of the people that works there	Neutral
<B> yes there was an opening she ended up as a kind of personal assistant to erm dear erm Princess Ann as the Duchess of 	Person B said it was an opening and she was a personal assistant there	Neutral
<B> yes there was an opening she ended up as a kind of personal assistant to erm dear erm Princess Ann as the Duchess of 	Person B said it was an opening and she was a personal assistant there	Neutral
<B> yes there was an opening she ended up as a kind of personal assistant to erm dear erm Princess Ann as the Duchess of 	Person B said it was an opening and she was a personal asistent there	Neutral
<A> it's it would be handy if we could get to you know the nearest 	person A think that it is easier if they know the nearest	Neutral
<C> and she's not a very bright child 	There is something supposed to remove ink but in fact it doesn't.	Neutral
<B> mm mm 	There is no much difference between Christianity and evangelical church.	Neutral
<C> I'm sure they're not supposed to I'm er sure it's supposed to be multi-religious 	It is not easy to teach only Christianity at schools these days.	Entailment
<C> but how can she be an RE teacher then? 	Only Buddhism should be taught in schools.	Contradiction
<A> well no because it it was kind of who was left over for period six on a Friday? 	An RE did not take all classes of the curriculum.	Entailment
<A> because you were trying to sort of you know sort of make sure that the teachers got spread across 	The teacher knew the head of the department.	Neutral
<unknown_female> mm 	speaker b has never studied geography	Contradiction
<A> or general science? 	speaker b is a university student	Neutral
<B> I suspect 	speaker c goes to school	Neutral
<B> eleven 	speaker b does not remember	Entailment
<unknown_female> mm 	there was a war when speaker b was young	Entailment
<B> yes yes 	speaker a didn't have to wear a uniform to school	Contradiction
<A> no no he was married 	A man was married to a woman.	Entailment
<B> and he was my absolute pin-up 	Speaker A loves the film Death in Venice.	Neutral
<A> end on that note 	The actor from Death in Venice dies in his forties.	Neutral
<D> stressful yeah 	Person D think the play is stressful	Entailment
<unknown_female> mm 	The last speaker is thinking about the rules	Neutral
<B> right we can start half way along 	Person B is going to dance	Contradiction
<B> right basically if you land on that one which is forwards you spin to see how many 	Person B want to go out	Contradiction
<B> one two three four five one two three four five six 	person B is counting the number of the team mates	Neutral
<A> it's got to be a fruit or nut yeah 	they are talking about nut	Neutral
<D> either a nut or 	they are talking about fruit and nut	Neutral
<D> fruit 	they are talking about fruit	Entailment
<D> er I'm nuts about cashew nuts 	they are talking about nuts from Brazil	Entailment
<B> time five 	they are talking about apricots	Entailment
<B> it's up to you three do you want to wait? or do you wanna keep going? 	they are talking about party	Contradiction
<unknown> we're gonna win 	The female advices speaker B to help someone.	Contradiction
<I> yeah 	Australia has a dry climate.	Neutral
<D> okay 	Speaker's B mother is pretty young.	Neutral
<unknown> that's that that starts with either D S or T 	Speaker D needs to find a nine-letter word.	Contradiction
<unknown_female> you don't have sun gel 	The speakers play scrabble.	Neutral
<B> yeah 	Someone mentioned a phrase before so far.	Entailment
<C> er a bag 	they are saying verbs	Contradiction
<C> syphilis 	speaker i has not repeated a word	Contradiction
<D> that was quite good isn't it? 	a female won the game	Entailment
<D> no 	it's the first time they play this game	Neutral
<unknown_female> mm 	the game is very hard to learn	Contradiction
<D> well it doesn't matter I mean if you er if you haven't got any idea it 	they need pencils to play the game	Neutral
<L> don't drink coffee so 	speaker a is serious about what they said	Entailment
<J> of? 	speaker l drinks coffee	Entailment
<D> it's alright it doesn't matter 	nescafé doesn't contain alcohol	Entailment
<D> no you don't you're not it's fine cos I can use them but I was thinking about 	speaker a only drinks decaffeinated coffee	Neutral
<D> er well I stood up to get those and then I thought well I might as well 	they are discussing about gay rights	Entailment
<unknown_female> oh sorry 	speaker a thinks a role model is very necessary for a child	Contradiction
<A> yes 	Person A is going to dance	Contradiction
<A> like you'd stay with her if you went over there? 	Person A ask if you go there you will stay with her?	Entailment
