<A> yeah if i want to choose someone else i should possibly even though we 're away and it 's annoying like next time i 'm laid in bed with wi - fi i should possibly check out the other people because they might also get booked up i think my favourite people <B> mm <A> that 's not too bad <B> mm <A> but just to explain the logic i kind of wanted to like fixate on the house - sitting until like maybe mid - july <B> mm <A> and then in the summer i wanted to be either by the sea a bit by the sea so either if there 's a house in cornwall or even like living at my mum and dad 's because it 's by the sea and hanging out 	speaker a has absolutely no plans	Contradiction
<A> and like going to the beach and stuff <B> mm <A> or being hang on one nine seven <B> er ? <A> oh is it just a junction ? <B> mm <A> i did n't really want volunteering to start already at the beginning of june but maybe that 's too rigid because what i could do is no you see i just feel like it 's too 	speaker a wants to go to the sea	Entailment
<A> it 's <B> coincide ? <A> well you see if i wanted to do the <B> mm <A> erm <B> mm <A> i feel like may is too soon i do n't wanna already be going to denmark in may 	speaker a will never go to denmark	Contradiction
<A> erm so just floating around and like i 'm not i 'm trying not to say the word bum but you know what i mean ? <B> yeah <A> so i just do n't wanna go <B> dosser <A> oh i 'm gon na have to go may because there 's wales and then <B> yeah <A> do the wales thing because i did wanna go to wales and it 's june so that and it 's near the sea 	speaker a will have to leave in may	Entailment
<B> yeah <A> and then pick another denmark er volunteering for july or august do you think ? <B> or what oh yeah and you ca n't do september cos it might be they <A> mm <B> but the september <A> and also er sorry it 's boring but <B> no go on 	speaker a wants to go learn danish	Neutral
<B> along came polly ? <A> yes oh god please do n't talk to me about things like that <B> what ? <A> because i 'm not like her <B> not her no you 're more like the <A> now i 'm <A> yes but the thing is i 'm attracted to her character 	along came polly was originally a book .	Neutral
<A> i think i think you can <A> i think you can <B> yeah <A> teach yourself <B> you completely can <A> erm but you <B> mm 	speaker a thinks that speaker b is incapable of teaching him / herself .	Contradiction
<A> erm but you <B> mm <A> and it 's like i 'm naturally good at this that and the other <B> mm <A> i ca n't suddenly be good at basically what we were doing in <B> yeah <A> against my natural 	speaker a is good at cooking .	Neutral
<B> yeah yeah yeah <A> abilities and i think it is the same with your personality it 's just that you can there are there 's a scale that you 're on <B> yeah <A> and you can get er the worst end or the better end but i do n't think you can become your scale you ca n't just change your whole nature completely <B> yeah <A> so i could get to the other end of my scale towards along came polly but i do n't think i could end up exactly like her cos i 'm not on her i 'm not on the same scale as her do you see what i mean ? <B> i do 	people can completely alter their birth personality .	Contradiction
<A> by the way is it really called the theory of everything ? <B> no <A> or was it you that call it that ? <B> that 's me that 's calling it the theory of everything <B> which is not really any i could right we 'll call it vibrations theory <A> yes <B> so erm 	the phrase " theory of everything " is used in the research field .	Contradiction
<B> no no no the erm well yeah er in religious terms the it 's a soul your soul <A> yeah <B> erm and it 's very complicated so i wo n't go into it too much but and then there 's the <A> yeah <B> erm yeah and then there 's the physical you like the actual tangible you <A> yeah <B> but there 's also the non - physical you right ? now the non - physical you is always perfect and perfectly happy and ecstatic and everything 's just ticking along nicely and what happens is 	according to religions , the human beings have body and soul .	Entailment
<A> no when i 've also got my lenses in erm and with <B> oh <A> erm but i just this morning i just thought i 'm not putting any makeup on i just maybe it 'll be different when we get to the cities and then different again when we get to the san juans but erm oh can we talk about stuff ? is that definitely on by the way ? <B> i think it 's on let me look <A> by the way it does n't you just have to like press the erm you do the <B> i did i did <A> yeah so it 's still on just check i just suddenly thought what a good one this was and then i thought i bet it 's not even on not not that you would n't be able to put it on but just one of those 	speaker a does n't embrace herself / himself .	Contradiction
<B> oh <A> erm but i just this morning i just thought i 'm not putting any makeup on i just maybe it 'll be different when we get to the cities and then different again when we get to the san juans but erm oh can we talk about stuff ? is that definitely on by the way ? <B> i think it 's on let me look <A> by the way it does n't you just have to like press the erm you do the <B> i did i did <A> yeah so it 's still on just check i just suddenly thought what a good one this was and then i thought i bet it 's not even on not not that you would n't be able to put it on but just one of those <B> yeah 	speaker a uses a rather expensive makeup .	Neutral
<A> like how you should n't oh so basically have you read about this erm woman ? <B> the magic of tidying up ? <A> this this it 's called joy <B> oh yeah yeah yeah yeah yeah yeah yeah yeah <A> so my <B> she was on television the other day <A> was she ? the japanese girl ? 	joy was on the radio recently .	Contradiction
<A> and i actually felt like i chucked away a lot of stuff <B> mm <A> but i still had a lot of stuff so i said to my friend at work erm i ca n't i said to her i <B> mm <A> it just would n't happen i just kept looking at each item and just going i just ca n't do this today and she said well that 's one of the things you do have to be in the right mood and it was true cos <B> mm <A> the next day i did it and suddenly i had two bin liners full 	speaking a was getting ready to live for norway .	Contradiction
<A> it just would n't happen i just kept looking at each item and just going i just ca n't do this today and she said well that 's one of the things you do have to be in the right mood and it was true cos <B> mm <A> the next day i did it and suddenly i had two bin liners full <B> mm mm mm mm <A> but she said to me she 'd read this whole book <B> mm <A> and it was basically the upshot of having read the whole book was you pick up an item it does n't have to be clothes 	the book has 145 pages .	Neutral
<A> and it was basically the upshot of having read the whole book was you pick up an item it does n't have to be clothes <B> uhu mm <A> but we were doing clothes <B> feel it <A> and then does it bring you any joy ? <B> yeah <A> if not chuck it not i when was the last time i wore it ? 	the clothes speaker was picking were mostly t - shirts .	Neutral
<A> even though i totally buying into this stuff cos i love this kind of stuff you know happiness project <B> yeah <A> tidying book it 's not about tidying it 's about joy and and erm i love all that stuff so but even though i love all that stuff i was able to really have a good laugh at his book cos i do think it was <B> it 's the sort of thing as much as you might like it yourself you can see how other people would take the piss <A> other people are like oh my god i love this woman right because this is another thing why ca n't me and you think of something ? so she she 's been a tidy freak since she was fourteen there was one day when she was fourteen when she was tidying up and she nearly collapsed under the whole pressure of it like how badly she wanted it all to be perfect <B> really ? <A> and it was like a sort of like epiphany moment 	the tidying book is 500 pages long .	Neutral
<B> pick your bag of stuff <A> one suitcase of things and that 's all i need <B> and and also know where everything is i mean the best thing ever like they got to a point when i was living in all different places i 've probably said this to you a thousand times i 've said it to everybody a thousand times but the losing of the keys and phone and the erm purse and <A> i think it 's actually getting better <B> it is getting better <A> it 's getting a bit it 's getting different but in in my feelings but even better like i 'm feeling even more calm yeah so anyway your keys and stuff <B> so it took a a while but eventually i got everything from my mum 's my dad 's or anywhere other places that i 'd left stuff and everything i now own more or less is in that four walled space and i know where everything is and i 've got rid of so much stuff in the last in the few years since i 've been there cos there ai n't a lot of space there really 	speaker b left most of their stuff in their mother 's place and only few things in her dad 's place .	Neutral
<A> i think it 's actually getting better <B> it is getting better <A> it 's getting a bit it 's getting different but in in my feelings but even better like i 'm feeling even more calm yeah so anyway your keys and stuff <B> so it took a a while but eventually i got everything from my mum 's my dad 's or anywhere other places that i 'd left stuff and everything i now own more or less is in that four walled space and i know where everything is and i 've got rid of so much stuff in the last in the few years since i 've been there cos there ai n't a lot of space there really <A> mm <B> i 've had a a cull of books which is also like you 've got ta be careful of books cos as much as they 're things that you think you 're gon na always use or refer back to or you wanna keep sometimes they can just take up too much space and they 're no longer reflective of what you wanna <A> mm 	speaker b thinks that books need special treatment .	Entailment
<B> look at or read about had a cull of books clothes it 's just wonderful like every <A> yeah yeah <B> my sister said actually when my nan died and we had to clear out my nan 's house she said it really taught her to constantly be on top of it she said because otherwise that 's what happens <A> yes and that 's what i wanna do i do n't want to like you know have to do a massive cull every so often <B> every three years yeah <A> i want to keep doing it so you know how i gave you back that keyring ? <B> yes 	speaker b 's grandma is no longer alive .	Entailment
<B> mm <A> i actually think so i had a keyring as a just in case item <B> yeah <A> and i thought it 's so inexpensive i 'd rather just run out of keyrings <B> yeah <A> and then have to get one <B> yeah 	speaker a thinks keyrings are really cheap .	Entailment
<A> and <B> when you 're inspired to get one <A> yeah and i had this with flipping erm little compact mirror <B> mm <A> some somehow i 'd ended up with like three so i had one that <B> mm <A> i was actually using i think it was a present probably from my sister 	speaker a 's sister never gave anything to speaker a.	Contradiction
<C> in the whole country ? <B> the whole country yeah <B> oh i was reading statistics and it was like twenty twenty percent was italian <C> wow no i did n't know that in the whole country i would have thought perhaps <B> no <D> no <B> i mean there might be more people in 	speaker b is doing a master program in statistics .	Neutral
<C> yeah it 's like it 's like eh the jamaicans did in the fifties <D> yeah <C> same with the italians same with the irish <D> yeah <B> it might be erm obviously <C> a lot of the irish went to america too <B> there were probably more italians in 	many irish immigrated to america .	Entailment
<C> so you 've got the american - italian over there <B> yeah all the jersey area <C> same with the irish they came here went over to america there 's a lot of irish in america <B> is that water ? <D> no it 's got squash in it yours is on the side <B> i 'll grab it <C> so 	many italians went to new york .	Neutral
<C> so <B> you 're being a really good boy <C> you like auntie 's cars ? they 're a bit old fashioned <B> mm <C> oh you 're driving ? <D> yeah <B> mm 	he / she drives a tesla .	Neutral
<D> yeah <B> mm <D> well he 's driving i 'm sleeping <C> oh i bet you 're looking forward to going ? <D> i 'm starting to i 'm just starting to my bag is packed finally so <C> i 'll give it twenty - four hours and you 'll feel good <B> so when did you ? 	speaker d has n't packed his / her bag yet .	Contradiction
<C> why are you going there for for <B> no for work yeah pays well it pays well <C> oh pays well <B> and the jobs are good i can <D> and after paying for <C> what about dubai ? is n't that nice to go to ? <B> yes if we can get a job in dubai or uae or bahrain that 'll be slightly more liberal 	person b know that person d is an artist	Contradiction
<C> yeah yeah <B> and it 'll be easier but <C> right so you 're doing it and is it safe to go there ? <B> you need middle east experience oh yeah it 's fine <D> and is <B> yes absolutely for one yeah i mean we both are kind of excited to live in a place that crazy we like travelling we 've been in pretty crazy places so i mean living there for a year i it 's a year we know how quickly a year goes <C> yeah it 's challenging for you guys is n't it ? it 's exciting 	person c think it might be challenging for person b to traveling a lot and live in different places	Neutral
<D> god hold on he 's only just got back he 's not going anywhere <C> no but he 's talking about marriage we 're talking about the marriage thing and he does n't want <B> we may not even get married if we if we <C> to go there you have to <B> yeah but if we get a job that 's not there we 're not explicitly going there i mean if we get a job in kazakhstan or iraq or any number of other places that also pay well then erm we do n't need to get married then we may never sign the paper <C> mm <B> she might not even change her name 	person b is going to dance	Contradiction
<B> i mean i got her a wooden ring not a not a metal ring <C> yeah when <B> which she loves she really likes it and i kind of said to her you know it 's not permanent like a metal ring but whenever it breaks or gets scratched i 'll replace it i promised her that i would replace the ring forever <C> yeah <B> and she can have a different ring every time <C> so she 's <B> and it 's nice as well because she does n't i told her that she does n't need to feel like she 's got to wear it all the time or anything or worry about it wear it when you want to wear it wear it when you 	person b believe that when ever you want feel right you can wear the things like the ring , it is not mandatory	Entailment
<B> and she can have a different ring every time <C> so she 's <B> and it 's nice as well because she does n't i told her that she does n't need to feel like she 's got to wear it all the time or anything or worry about it wear it when you want to wear it wear it when you <D> oh i 'll bet i bet that meant the world to her <B> yeah she was pretty choked <D> mm <B> i thought she would n't be surprised i thought she 'd expect it 	person b did nt know that meant a lot to her	Neutral
<B> i thought she would n't be surprised i thought she 'd expect it <C> what choked that it was only wooden <B> but erm i mean it was a hundred quid for a ring you know what i mean why am i going to spend thousands of pounds on a ring ? it 's just ridiculous <D> mm <C> yeah <B> she knows that <D> you 're not those type of people 	person d think person b is a good dancer	Contradiction
<B> am i welcome on that friday ? <C> course you are <B> cool <D> but it 's like how to get there <B> yeah the problem is as well there 's dad <D> yes yeah <B> because likelihood is i 'm going to be at dad 's on the weekend which means i need to go there on friday 	there will be more people where speaker c will hoop up .	Neutral
<D> probably yeah so friday wo n't work <B> yeah erm <D> well hopefully wednesday <C> hang on <D> yeah <B> when would it be on friday ? <D> but she 'll be working on friday wo n't she ? 	friday is not convenient for plans .	Entailment
<D> mm <C> uh friday i 'm going to hook up with <B> is it too busy to go then ? on <C> probably at the weekend <B> at the weekend ? <C> i should imagine the weekend <B> yeah 	speaker c is hooking up late on friday .	Neutral
<C> yeah <B> yeah <C> yeah <B> cool <C> oh god yeah <B> yeah well i 'll get in contact with <D> and she can come round ours as well 	speaker b will contact a friend .	Neutral
<B> yeah well i 'll get in contact with <D> and she can come round ours as well <B> maybe i 'll maybe i 'll see dad 's like wednesday thursday and then see him again on tuesday <D> text <C> does she know <D> well she does but i said knowing <A> trick shot trick shot 	speaker b can see dad multiple times per week .	Entailment
<C> let me get it on the phone <B> no do n't worry about it <C> no <B> i ca n't talk to her at the minute though because of this i 'd have to stop this <C> ca n't you stop it ? <D> she 's at work anyway <C> yeah i know but just to go hello hears his voice and it 'll 	speaker b likes talking on the phone .	Neutral
<C> that 's an easy way to make some money <B> it 's really easy yeah it 's a really good job i was lucky to get it pretty lucky <A> open your fingers <C> and what 's <B> it just so happens this is the first as far as i know this is the first time they 've ever made a recorded corpus so before they 've they 've made a written corpus so they did a corpus like ten years ago and that was three hundred million words that they input in the corpus so there 's a body of language and this is what british english was ten years ago written and now they want a spoken one so they 're paying <C> and what 's <B> the same 	speaker c thinks speaker 's b job is nice to make money .	Entailment
<D> you might pick up some proofreading as well <B> yeah i plan on doing some proofreading i 'm going to sell all my cds and all that kind of stuff and just try and make any extra money i can on the side <C> mm <B> so i 'm just going to try and get as much as i can while i can really <C> i 'm sure you 'll pick up <B> yeah i mean there 's plenty of language schools around there but i did n't want to be teaching this degree is going to be pretty full on so teaching 's stressful let 's say i just did ten hours teaching <D> but to sit there and have a conversation with your mates or whatever it 's 	speaker b teaches italian .	Neutral
<B> yeah i mean there 's plenty of language schools around there but i did n't want to be teaching this degree is going to be pretty full on so teaching 's stressful let 's say i just did ten hours teaching <D> but to sit there and have a conversation with your mates or whatever it 's <B> yeah and once i sign the <C> mm <B> it 's pretty useful i may be able to get work transcribing it because they 're going to have people listening to this phonologists and writing it in a completely different alphabet the one i was talking to you about <C> mm <B> so they 'll be listening to what we 're saying and writing it out in a completely different alphabet exactly how it sounds not the words but just the sound of the language i do n't have as much training as i need in phonology to be able to do that but i 'm getting there so within another couple of months if this is going well i might approach them and say hey you know do you want me to try and transcribe this ? 	speaker b has good phonology skills at the moment .	Contradiction
<B> so they 'll be listening to what we 're saying and writing it out in a completely different alphabet exactly how it sounds not the words but just the sound of the language i do n't have as much training as i need in phonology to be able to do that but i 'm getting there so within another couple of months if this is going well i might approach them and say hey you know do you want me to try and transcribe this ? <C> what ? <D> i forgot the bed is in the back of the car <C> oh god well me and <D> yeah okay <C> yeah and then can you just kind of like carry it upstairs and just leave it ? <D> oh hold on a minute ca n't get it yet anyway because we need to put all those toys away 	speaker c wants speaker d to move the bed from the car .	Entailment
<D> no because i ca n't get out the front door until we 've put them away <C> oh <B> could you sign this ? <C> yeah yeah sure <C> i need to fill out and sign what ? <B> this form <A> mummy do n't put any of the blocks away 	τhe toys fit in five boxes .	Neutral
<B> so what 's the date today ? <C> today 's date is the eighteenth <B> eighteenth <C> please write the month in words <A> not <D> okay can you do it then ? <A> yeah 	today 's date in 18th of june .	Neutral
<B> in b and q <D> are you still doing lots of work on the <B> no it 's not too bad now is it ? <C> we 're nearly there now <D> yeah ? <B> it does look good <C> just little tweaks now like plumbing leaks 	they have a lot more to go on	Contradiction
<B> it 's good now is n't it ? <C> yeah <B> there 's nothing big to do <C> yeah <A> great as long as it 's warm and dry <C> got <B> it is dry yeah 	it 's dry because it 's 40 degrees	Neutral
<A> great as long as it 's warm and dry <C> got <B> it is dry yeah <C> got two toilets now <F> get you with your two <C> mm i know <A> got two toilets ? 	they got 4 toilets	Contradiction
<F> use it you had to contort yourself <C> you had to empty it <A> it was always quite damp as well was n't it ? i remember being you know like when you 're really desperate and it 's like oh i 'm gon na have to use like the the crap cupboard toilet <E> it was it was <C> oh no <E> converted to a wet room at one stage <A> was it ? 	when someone wanted to use it was very full of garbage	Entailment
<E> where there 's a drain in the floor <C> oh <A> oh <F> it would have been really cold and uncomfortable having a shower in there <E> yeah <A> and really cramped as well hardly a wet room wet cupboard <F> wet cupboard 	it was n't pleasant to take a bath in that room	Entailment
<F> wet cupboard <E> yeah <F> it was n't it was n't great i mean it did do in emergency use only did n't it ? but it was n't <A> yeah <F> it would n't be first choice for comfort <A> it was yeah if you <F> and lovely surroundings 	it is used only for very special and emergency situations	Entailment
<E> yeah <A> and were like oh hi oh where do i know him from ? <C> this is <E> i know him from somewhere <C> boycie <C> boycie boycie <E> yeah boycie 	they first met at a festival	Neutral
<E> yeah i was i was coming out of erm safeway as it was then and he was he was walking in and i said oh hiya and he just sort of <E> he probably gets that all the time and he 's sick and tired of it <C> it 's a good job you did n't go where 's marlene ? <E> marlene ? <E> yeah he 's probably even more sick of <F> nothing i just dropped <E> everything 	speaker a was going to safeway	Contradiction
<E> yeah he 's probably even more sick of <F> nothing i just dropped <E> everything <F> everything <C> oh <B> i met my hero did n't i ? i text you remember ? <C> yeah 	speaker b met someone they 're a fan of	Entailment
<C> he 's talking about a famous mountain climber <B> famous bike rider <D> oh okay <B> he 's astonishing i went well i was n't very old i think maybe i was employed to drive maybe i was just starting to drive <D> uhu <B> and there was like a big there used to be a big like erm biking event in <D> mm 	speaker b met a celebrity mountain climber	Contradiction
<B> and there was like a big there used to be a big like erm biking event in <D> mm <B> and he was in like a a show and the things he did honestly cos bikes were crap in those days but he was <B> amazing and he had the stereo going in the background and he like had these picnic tables and he was like hopping onto them and jumping between them <D> oh cool <B> yeah he had all quite <B> people would lie on the floor and he was like jumping over them and he 'd get his front wheel and then he 'd put the front wheel onto there and 	speaker d thinks that 's neat	Entailment
<F> ah <A> and at certain points like like even just at the beginning i felt really like emotional cos i was like oh it reminds me of being young <F> well that was the one when i took you to see <F> the first time you saw it was at the cinema that was one where i bought you a cornetto and as soon as it came on you were transfixed you were like <F> you were just like <A> i did n't eat the cornetto <F> you did n't eat it you just let it just ran all the way you were just transfixed at this big 	speaker a got reminded of their young times because of a disney movie	Contradiction
<A> mm <F> there 's all this song <F> and i remember saying to <F> cos usually the most important thing when you 're about three or four is n't it ? <A> is an ice cream yeah <F> but you were like <B> used to have half time as well at the cinema did n't you ? 	speaker a has never watched the little mermaid	Contradiction
<A> and they used to come round with the <F> interval <D> yeah yeah i remember that <F> you have an interval <D> yeah <F> you 'd get the woman come round and there used to be a b movie when you went to see a disney film you always had to watch some crappy documentary first about deep sea fishing or <F> it would be something a bit pants would n't it ? and you 'd be waiting for the actual good film to come on 	there used to be an interval in disney movies	Entailment
<A> you know like a dog that has to choose between er that 's a usual example but <F> and then it was like <A> i 've never heard of that before <F> come to the one you love boy come on come on and he had to choose which one he went to cos they both wanted this dog that 's all i remember about the film cos i was just <A> that 's quite heart wrenching to be on it 's like they they <F> i just wanted that to sod off and get on with <F> bambi and then bambi came on and that was great and then we made my cousin 	speaker a has a dog	Neutral
<A> i 've never heard of that before <F> come to the one you love boy come on come on and he had to choose which one he went to cos they both wanted this dog that 's all i remember about the film cos i was just <A> that 's quite heart wrenching to be on it 's like they they <F> i just wanted that to sod off and get on with <F> bambi and then bambi came on and that was great and then we made my cousin <F> and he cried again cos he cried when bambi 's mum died and we all taunted him horribly and then we said we 're getting bambi <A> was he the youngest one ? 	speaker f hated the movie bambi	Neutral
<F> yeah <A> ah <F> and he said we were getting him venison we 're getting you a bambi burger and chips <F> oh he 's crying again <A> that 's really bad <F> yeah <A> you were much nicer to me about the lion king 	someone cried	Entailment
<A> it 's an awful language <E> it 's not my <A> it 's so is it not so blunt ? like <A> yeah that was good good <E> it is it 's like <A> it 's like someone shouting or swearing at you <E> yeah 	they are not sure about awful language	Neutral
<A> it 's like someone shouting or swearing at you <E> yeah <A> it 's horrible <E> you can say even i love you is <A> yeah it 's horrible and like that 's what i do n't like about german like like <D> do you speak spanish or ? <A> no 	person d is not sure about witch language he speaks	Entailment
<E> yeah <A> like it 's not as pretty but then i suppose to you as a french person like you know <E> i see it differently <A> you see it differently <E> totally <A> like english is so amazing and americans love english they love the english people like <E> because they think they 're really posh and really like 	they are talking about party	Contradiction
<E> because they think they 're really posh and really like <A> yeah it 's so strange <E> they make quite fun of it i think because when you think about english people like <A> if you look at american movies they take the piss big time out of english people <E> they 're like cup of tea with a little finger out <A> or cucumber sandwiches <E> exactly 	person a is not sure about movie that it is english or american	Neutral
<A> yeah it 's ridiculous <E> and like <B> sorry <A> you 're so attractive <A> yeah but one of my friends is italian and erm she speaks <B> yeah <A> and every time she speaks in english she makes it sound so nice do n't she ? like it 's just amazing like 	person a is talking about speak english	Neutral
<A> oh my god <A> erm oh what 's occurring ? <B> oh what 's occurring ? <B> that was like oh wow <A> i ca n't do accents it 's just not what <B> can i have one please ? <A> it 's not my forte 	they are not good at doing accents	Entailment
<A> scottish scottish <E> fucking aye there <A> da do donkey there 's one i can do <B> that 'll do donkey that 'll do <A> that 'll do how long did i say that for ? <B> all <A> how long did i do that that that thing like i figured that i could do the scottish accent if i went that 'll do donkey that 'll do right ? and for 	michael mcintyre is a friend of speaker b	Neutral
<B> what phrase ? <A> that 'll do donkey that 'll do <B> every time i would do something or get too eccentric or whatever she 'd be like that 'll do donkey that 'll do <A> be like <B> like i 'd go for a shit and then describe it to her and and she 'd be like that 'll do donkey <B> like that 's just a normal standard thing i go for <A> yeah but i was just so like amazing at my accent skills 	b does n't remember that a every did the phrase " that 'll do donkey "	Contradiction
<B> oh i was just saying that like erm <A> that is what right ? <B> he told me yeah <A> okay <B> he told me that you guys chat a lot by snapchat and i was like oh i 'm so happy that like all of my friends get on <A> yeah <B> like my friends from england and my friends from france like i 'm really happy cos can you imagine how awful it would be if you had loads of close friends and they just did n't get on ? 	a used to say the phrase " that 'll do donkey " a lot	Entailment
<unknown_female> eh ? <A> what ? <B> not mojitos but rum <A> why are n't we there ? <B> that 's what i said i was like how fucking dare they wait until we leave <A> i know and then get fucking shit - faced <A> knobheads 	b has friends from both france and from england	Entailment
<A> i know and then get fucking shit - faced <A> knobheads <B> ah <A> so there 's no cheesecake left and no alcohol ? <B> dude there there is cheesecake that was a joke <A> no no i 'm joking <A> i 'm okay thanks i ca n't mix cos i do n't smoke weed normally so 	there 's no cheesecake left	Contradiction
<A> she 's so nice she seems so nice <B> she 's such an upbeat person and so lovely but like <A> yeah <B> since she has had her little stroke she has n't erm smoked or drank since she 's too scared <A> yeah you can understand it though <B> but i i reckon give it a bit of time hopefully she wo n't start smoking again but give it a bit of time i reckon she 'll be able to <A> yeah 	she drank and smoked again after her stroke .	Contradiction
<E> i am but it makes you really drunk like <B> i just peed in a bush <A> we 've not even eaten yet what is going on ? <B> you swallow it can you swallow it whole ? does that not get stuck ? <A> no it 's about that big <B> ah okay <C> yeah we just took three shots 	speaker b used a bathroom to pee .	Contradiction
<B> anal testing testing one two anal <A> testing anal anal <B> cos we 're recording and the guys at cambridge are gon na be like what the fuck 's going on ? and anal is what 's happening <B> so <A> er no we were seriously talking about something i ca n't remember what it were <B> i ca n't either it must n't 've been that important if we ca n't remember <A> no it were cos i wanted to say something i 've forgotten what it were 	speakers are being recorded .	Entailment
<B> oh i wanna i wanna take an anti - selfie <A> do i though ? <B> i do <A> do i ? <B> thank you <A> please do n't fall over and be drunk <B> i wo n't right everybody get in come on we 'll go in the light cos it might be better 	speakers really want to get drunk .	Neutral
<A> do i ? <B> thank you <A> please do n't fall over and be drunk <B> i wo n't right everybody get in come on we 'll go in the light cos it might be better <B> he 's like they all come to me in the end <B> they <D> ah ah 	speaker b is a very pleasant person .	Neutral
<A> do you know why it 's rare ? cos it 's fucking disgusting <B> i can make my lip pulse kind of <A> you can do what ? <B> make my lip <A> that is good that i can see it you 're doing it you 're doing it you 're doing it <B> i used <A> i can lick my nose 	speaker a is able to lick his / her nose .	Entailment
<E> that 's physically impossible <D> what 's the others ? <E> physically impossible <D> elbows what elbows ? <A> what the fuck are you doing ? <D> what elbows ? <unknown_female> the bitches 	everyone can lick their nose	Contradiction
<B> she can lick her elbow <A> oh my god i can lick my nipple but i 'm not gon na show you <B> yeah might <B> how the fuck do you do that ? my elbow 's literally like <A> double - jointed double - jointed <A> can you lick your nipple <B> yeah 	speaker b ca n't lick he s nipple	Contradiction
<E> girls do you mind going that way so i can sit next to you <A> yeah yeah go ah no we 've got to save erm <E> i do n't care <A> okay <A> yeah come on fatty <D> what 's up <E> oh come on bitches 	everyone can lick their elbows	Contradiction
<E> oh come on bitches <A> can you lick your own nipple ? <E> yeah <B> yeah everyone can <F> i reckon they 're bigger <A> can everyone do that ? <F> no i reckon 	everyone can lick their nipples	Neutral
<F> no i reckon <A> can everyone do that ? <A> chuck them over your shoulder <A> me too high five yes <F> e in france double d in england <A> i need a lighter not off the candle ah thank you do you want one ? <E> yeah 	the candle is on fire	Neutral
<E> thank you i 'm so drunk are you drunk ? <A> not really <E> it 's not it 's not <A> i 'm quite a heavyweight so <E> are you ? <A> mm <E> i need like three glasses of wine to get 	speaker e needs three or more glasses of wine to get drunk	Neutral
<B> because you 're hilarious <B> what 's wrong honey ? <A> why is the bench like leaning that way ? so it <A> truth or dare <C> er she asked me she ca n't find a truth <A> have you ever fingered yourself ? <F> where 's 	they have fingered themselves	Neutral
<F> dare <C> yeah <A> woo <D> anything ? <F> not anything <C> anything <D> something really cool and to do with alcohol cos she needs to get drunk 	she needs to be sober	Contradiction
<B> yeah but nothing too much like <A> yeah <D> like downing a shot of vodka <C> can you do something with <F> no no no no please <F> i do n't wanna get naked <F> that 's not your 	speaker f wants to be nude	Contradiction
<D> i 'm literally just gon na put my bum cheeks in your face <A> on a chair <B> okay i 'll put my face in them <B> get sexy <F> okay okay okay <D> you ready ? <C> oh you 've got ta give more than that 	they have to get drunk	Neutral
<F> okay okay okay <D> you ready ? <C> oh you 've got ta give more than that <E> a bit of tease action a bit of tease action <unknown_female> wait wait wait <C> oh my god <B> a bit of action a bit of action 	they will get drunk	Neutral
<D> ah <C> and you could grab <F> i <B> i 'll fuck you again next time <D> well <C> seriously seriously <B> oh am i that fat ? 	speaker b is obese	Neutral
<A> but starters always mess up my mains <C> do they ? <A> yes i get full <C> and do you love your roast do n't you ? <A> yeah there 's no need to have so many courses <C> no <A> it 's like what you were saying yesterday about the 	speaker b will not keep the receipt .	Entailment
